ticket_id,customer_id,issue_type,resolution_time_hours,satisfaction_score
TICK028385,CUST020870,Damaged Product,100,5
TICK028386,CUST013266,Refund,7,2
TICK028387,CUST007806,Wrong Item,117,5
TICK028388,CUST012798,Late Delivery,15,1
TICK028389,CUST019736,Damaged Product,101,3
TICK028390,CUST007645,Damaged Product,50,5
TICK028391,CUST039953,Refund,75,5
TICK028392,CUST003555,Wrong Item,110,3
TICK028393,CUST006762,Wrong Item,12,4
TICK028394,CUST041439,Refund,79,3
TICK028395,CUST000897,Damaged Product,72,3
TICK028396,CUST023711,Payment Issue,100,1
TICK028397,CUST018191,Wrong Item,39,4
TICK028398,CUST028952,Wrong Item,99,5
TICK028399,CUST010227,Refund,82,3
TICK028400,CUST011650,Wrong Item,8,5
TICK028401,CUST028224,Refund,79,1
TICK028402,CUST001002,Wrong Item,11,5
TICK028403,CUST036971,Late Delivery,109,2
TICK028404,CUST024362,Damaged Product,21,4
TICK028405,CUST017243,Damaged Product,79,1
TICK028406,CUST020587,Late Delivery,57,2
TICK028407,CUST019851,Wrong Item,39,2
TICK028408,CUST047210,Wrong Item,117,1
TICK028409,CUST004852,Payment Issue,52,1
TICK028410,CUST004205,Wrong Item,5,5
TICK028411,CUST002574,Damaged Product,93,1
TICK028412,CUST020092,Payment Issue,59,1
TICK028413,CUST003022,Refund,58,2
TICK028414,CUST010108,Payment Issue,107,1
TICK028415,CUST042745,Late Delivery,85,1
TICK028416,CUST043097,Damaged Product,3,4
TICK028417,CUST036170,Late Delivery,21,1
TICK028418,CUST035515,Wrong Item,71,3
TICK028419,CUST002879,Wrong Item,84,2
TICK028420,CUST003203,Refund,70,3
TICK028421,CUST036079,Late Delivery,21,4
TICK028422,CUST021698,Late Delivery,49,3
TICK028423,CUST001618,Late Delivery,24,5
TICK028424,CUST004921,Refund,105,4
TICK028425,CUST014415,Late Delivery,13,2
TICK028426,CUST039973,Payment Issue,52,1
TICK028427,CUST019527,Damaged Product,33,4
TICK028428,CUST043553,Refund,100,2
TICK028429,CUST001802,Damaged Product,80,3
TICK028430,CUST029309,Refund,78,5
TICK028431,CUST040210,Late Delivery,112,5
TICK028432,CUST047133,Payment Issue,1,5
TICK028433,CUST022497,Damaged Product,7,3
TICK028434,CUST018354,Late Delivery,97,1
TICK028435,CUST028510,Late Delivery,103,1
TICK028436,CUST010736,Late Delivery,37,2
TICK028437,CUST034142,Refund,109,4
TICK028438,CUST010315,Refund,29,4
TICK028439,CUST012797,Refund,47,5
TICK028440,CUST027069,Refund,104,2
TICK028441,CUST010447,Refund,28,5
TICK028442,CUST040635,Refund,24,5
TICK028443,CUST040407,Wrong Item,42,1
TICK028444,CUST010293,Damaged Product,114,5
TICK028445,CUST047272,Payment Issue,116,4
TICK028446,CUST048749,Refund,99,1
TICK028447,CUST004627,Refund,3,1
TICK028448,CUST009916,Late Delivery,23,2
TICK028449,CUST035515,Refund,90,4
TICK028450,CUST003251,Wrong Item,84,2
TICK028451,CUST023564,Payment Issue,48,4
TICK028452,CUST021154,Wrong Item,39,4
TICK028453,CUST028589,Wrong Item,38,3
TICK028454,CUST042320,Damaged Product,16,4
TICK028455,CUST011152,Payment Issue,17,1
TICK028456,CUST044886,Payment Issue,69,1
TICK028457,CUST023551,Wrong Item,101,5
TICK028458,CUST027470,Wrong Item,37,4
TICK028459,CUST047551,Late Delivery,18,4
TICK028460,CUST012603,Damaged Product,85,5
TICK028461,CUST028633,Wrong Item,60,1
TICK028462,CUST028972,Late Delivery,108,3
TICK028463,CUST035091,Wrong Item,13,3
TICK028464,CUST014290,Damaged Product,12,3
TICK028465,CUST023385,Late Delivery,27,4
TICK028466,CUST001872,Refund,82,4
TICK028467,CUST012575,Late Delivery,27,3
TICK028468,CUST018696,Wrong Item,83,4
TICK028469,CUST026499,Wrong Item,82,1
TICK028470,CUST016979,Refund,102,5
TICK028471,CUST021265,Refund,108,5
TICK028472,CUST014453,Wrong Item,52,5
TICK028473,CUST045708,Wrong Item,51,4
TICK028474,CUST044284,Late Delivery,24,3
TICK028475,CUST048605,Wrong Item,68,2
TICK028476,CUST040887,Damaged Product,71,5
TICK028477,CUST028897,Refund,22,4
TICK028478,CUST036683,Wrong Item,15,4
TICK028479,CUST028054,Refund,103,1
TICK028480,CUST006964,Refund,92,5
TICK028481,CUST005033,Damaged Product,70,4
TICK028482,CUST015698,Payment Issue,67,2
TICK028483,CUST019417,Payment Issue,12,2
TICK028484,CUST007329,Late Delivery,99,1
TICK028485,CUST012874,Late Delivery,63,2
TICK028486,CUST009593,Damaged Product,93,5
TICK028487,CUST026507,Late Delivery,77,4
TICK028488,CUST049373,Late Delivery,16,5
TICK028489,CUST009735,Late Delivery,103,5
TICK028490,CUST021249,Payment Issue,32,5
TICK028491,CUST020182,Refund,11,4
TICK028492,CUST025988,Late Delivery,114,1
TICK028493,CUST043732,Wrong Item,91,5
TICK028494,CUST031854,Damaged Product,16,1
TICK028495,CUST041420,Payment Issue,21,2
TICK028496,CUST008324,Late Delivery,106,1
TICK028497,CUST014442,Wrong Item,93,1
TICK028498,CUST046616,Wrong Item,67,4
TICK028499,CUST007036,Refund,7,2
TICK028500,CUST049729,Wrong Item,72,4
TICK028501,CUST008735,Late Delivery,106,1
TICK028502,CUST020931,Damaged Product,26,3
TICK028503,CUST046887,Late Delivery,102,5
TICK028504,CUST034958,Wrong Item,84,4
TICK028505,CUST029492,Damaged Product,14,4
TICK028506,CUST046644,Late Delivery,25,5
TICK028507,CUST037419,Wrong Item,62,1
TICK028508,CUST018686,Refund,51,2
TICK028509,CUST045655,Late Delivery,27,1
TICK028510,CUST001651,Late Delivery,80,4
TICK028511,CUST039840,Payment Issue,74,5
TICK028512,CUST024206,Wrong Item,2,2
TICK028513,CUST028461,Wrong Item,111,1
TICK028514,CUST004158,Late Delivery,1,1
TICK028515,CUST042413,Damaged Product,74,3
TICK028516,CUST048863,Wrong Item,114,5
TICK028517,CUST047830,Late Delivery,115,3
TICK028518,CUST033482,Late Delivery,34,4
TICK028519,CUST005434,Refund,101,5
TICK028520,CUST007069,Damaged Product,8,3
TICK028521,CUST016593,Late Delivery,80,3
TICK028522,CUST010846,Wrong Item,116,3
TICK028523,CUST042085,Damaged Product,66,5
TICK028524,CUST046425,Payment Issue,81,2
TICK028525,CUST035449,Wrong Item,44,3
TICK028526,CUST015234,Payment Issue,11,4
TICK028527,CUST020972,Damaged Product,83,2
TICK028528,CUST000575,Damaged Product,47,2
TICK028529,CUST022523,Wrong Item,87,1
TICK028530,CUST011089,Damaged Product,19,5
TICK028531,CUST010608,Damaged Product,8,5
TICK028532,CUST045010,Late Delivery,72,1
TICK028533,CUST021121,Damaged Product,119,5
TICK028534,CUST007121,Wrong Item,105,1
TICK028535,CUST037067,Payment Issue,86,3
TICK028536,CUST034771,Damaged Product,8,4
TICK028537,CUST041147,Wrong Item,33,3
TICK028538,CUST028943,Payment Issue,69,1
TICK028539,CUST025045,Payment Issue,19,2
TICK028540,CUST029275,Late Delivery,111,4
TICK028541,CUST035930,Payment Issue,44,3
TICK028542,CUST030084,Payment Issue,84,2
TICK028543,CUST019741,Payment Issue,18,2
TICK028544,CUST044234,Payment Issue,36,4
TICK028545,CUST009581,Refund,61,3
TICK028546,CUST022998,Wrong Item,25,3
TICK028547,CUST034261,Wrong Item,79,3
TICK028548,CUST026381,Refund,91,2
TICK028549,CUST006975,Payment Issue,45,5
TICK028550,CUST015540,Refund,91,1
TICK028551,CUST003598,Payment Issue,86,5
TICK028552,CUST017043,Damaged Product,116,4
TICK028553,CUST028770,Wrong Item,24,5
TICK028554,CUST002953,Late Delivery,45,1
TICK028555,CUST007825,Damaged Product,83,4
TICK028556,CUST019608,Refund,16,4
TICK028557,CUST015852,Payment Issue,91,4
TICK028558,CUST020610,Damaged Product,93,4
TICK028559,CUST002802,Wrong Item,86,1
TICK028560,CUST007987,Damaged Product,29,3
TICK028561,CUST041024,Wrong Item,91,2
TICK028562,CUST020599,Wrong Item,33,2
TICK028563,CUST032583,Payment Issue,20,2
TICK028564,CUST044245,Refund,99,2
TICK028565,CUST038684,Damaged Product,109,4
TICK028566,CUST007583,Late Delivery,52,2
TICK028567,CUST009557,Payment Issue,116,5
TICK028568,CUST015169,Damaged Product,23,3
TICK028569,CUST017490,Refund,17,5
TICK028570,CUST016685,Damaged Product,106,5
TICK028571,CUST004603,Late Delivery,110,4
TICK028572,CUST012185,Payment Issue,2,4
TICK028573,CUST008748,Wrong Item,32,2
TICK028574,CUST025886,Payment Issue,16,5
TICK028575,CUST048989,Refund,104,3
TICK028576,CUST029331,Wrong Item,5,5
TICK028577,CUST019691,Wrong Item,18,4
TICK028578,CUST028005,Refund,78,1
TICK028579,CUST005766,Payment Issue,39,1
TICK028580,CUST018523,Late Delivery,14,4
TICK028581,CUST007036,Damaged Product,106,4
TICK028582,CUST022499,Wrong Item,30,5
TICK028583,CUST012297,Payment Issue,98,1
TICK028584,CUST002131,Wrong Item,20,2
TICK028585,CUST019209,Wrong Item,2,2
TICK028586,CUST029895,Late Delivery,74,2
TICK028587,CUST033058,Late Delivery,43,4
TICK028588,CUST016375,Refund,111,4
TICK028589,CUST036870,Payment Issue,48,2
TICK028590,CUST023605,Damaged Product,15,1
TICK028591,CUST043442,Late Delivery,54,4
TICK028592,CUST045697,Refund,78,5
TICK028593,CUST034769,Late Delivery,13,5
TICK028594,CUST003943,Refund,77,2
TICK028595,CUST024590,Payment Issue,32,3
TICK028596,CUST043798,Wrong Item,60,5
TICK028597,CUST001635,Damaged Product,59,3
TICK028598,CUST013889,Damaged Product,64,4
TICK028599,CUST011940,Wrong Item,13,2
TICK028600,CUST028447,Wrong Item,26,5
TICK028601,CUST024827,Damaged Product,99,4
TICK028602,CUST046355,Late Delivery,13,1
TICK028603,CUST024767,Payment Issue,23,4
TICK028604,CUST006247,Wrong Item,113,2
TICK028605,CUST038271,Refund,110,2
TICK028606,CUST029407,Late Delivery,50,3
TICK028607,CUST014241,Refund,106,3
TICK028608,CUST020745,Payment Issue,113,5
TICK028609,CUST034810,Payment Issue,79,3
TICK028610,CUST007469,Refund,78,4
TICK028611,CUST034332,Damaged Product,31,1
TICK028612,CUST031923,Refund,73,2
TICK028613,CUST013397,Payment Issue,23,2
TICK028614,CUST025648,Damaged Product,2,1
TICK028615,CUST045123,Late Delivery,68,2
TICK028616,CUST022075,Late Delivery,108,5
TICK028617,CUST027533,Payment Issue,38,1
TICK028618,CUST003031,Wrong Item,54,1
TICK028619,CUST021592,Late Delivery,90,3
TICK028620,CUST049547,Late Delivery,72,4
TICK028621,CUST005473,Late Delivery,49,3
TICK028622,CUST010255,Late Delivery,38,4
TICK028623,CUST016149,Payment Issue,23,1
TICK028624,CUST043117,Wrong Item,22,4
TICK028625,CUST040883,Late Delivery,60,1
TICK028626,CUST012190,Refund,41,2
TICK028627,CUST018716,Damaged Product,4,2
TICK028628,CUST001546,Late Delivery,100,5
TICK028629,CUST008299,Refund,69,4
TICK028630,CUST044636,Damaged Product,46,1
TICK028631,CUST046445,Payment Issue,10,5
TICK028632,CUST005224,Wrong Item,49,4
TICK028633,CUST031346,Payment Issue,13,1
TICK028634,CUST039394,Damaged Product,50,1
TICK028635,CUST015102,Payment Issue,28,3
TICK028636,CUST041734,Damaged Product,119,2
TICK028637,CUST037236,Refund,82,4
TICK028638,CUST048606,Payment Issue,48,1
TICK028639,CUST029607,Payment Issue,49,4
TICK028640,CUST000583,Late Delivery,35,5
TICK028641,CUST028318,Payment Issue,18,2
TICK028642,CUST021679,Late Delivery,30,1
TICK028643,CUST044677,Payment Issue,82,2
TICK028644,CUST045078,Refund,81,1
TICK028645,CUST004025,Late Delivery,104,4
TICK028646,CUST027300,Payment Issue,45,3
TICK028647,CUST012078,Refund,38,3
TICK028648,CUST034700,Damaged Product,45,4
TICK028649,CUST018047,Wrong Item,53,2
TICK028650,CUST043551,Late Delivery,33,3
TICK028651,CUST032120,Payment Issue,18,2
TICK028652,CUST015714,Wrong Item,94,4
TICK028653,CUST010891,Refund,94,4
TICK028654,CUST021587,Payment Issue,14,1
TICK028655,CUST044953,Damaged Product,89,4
TICK028656,CUST021960,Wrong Item,47,2
TICK028657,CUST045949,Refund,49,5
TICK028658,CUST040837,Late Delivery,5,2
TICK028659,CUST039995,Damaged Product,91,3
TICK028660,CUST006771,Late Delivery,33,2
TICK028661,CUST029415,Damaged Product,91,5
TICK028662,CUST038924,Damaged Product,42,5
TICK028663,CUST016183,Refund,42,3
TICK028664,CUST026819,Late Delivery,95,1
TICK028665,CUST044685,Refund,71,3
TICK028666,CUST048879,Wrong Item,103,4
TICK028667,CUST015894,Damaged Product,20,5
TICK028668,CUST047358,Refund,76,1
TICK028669,CUST020897,Refund,1,3
TICK028670,CUST009048,Late Delivery,48,2
TICK028671,CUST047259,Payment Issue,89,4
TICK028672,CUST036888,Late Delivery,57,4
TICK028673,CUST032912,Refund,31,1
TICK028674,CUST038435,Payment Issue,25,1
TICK028675,CUST041245,Late Delivery,72,5
TICK028676,CUST027504,Payment Issue,118,5
TICK028677,CUST013146,Refund,62,4
TICK028678,CUST020093,Refund,48,1
TICK028679,CUST001670,Payment Issue,5,1
TICK028680,CUST014889,Wrong Item,113,5
TICK028681,CUST045272,Wrong Item,50,1
TICK028682,CUST046790,Payment Issue,11,2
TICK028683,CUST045020,Late Delivery,115,1
TICK028684,CUST020446,Damaged Product,28,3
TICK028685,CUST033998,Wrong Item,72,1
TICK028686,CUST014119,Payment Issue,51,4
TICK028687,CUST006997,Late Delivery,40,2
TICK028688,CUST009782,Wrong Item,114,3
TICK028689,CUST024695,Wrong Item,116,2
TICK028690,CUST049608,Refund,15,3
TICK028691,CUST026959,Refund,96,3
TICK028692,CUST036329,Late Delivery,21,4
TICK028693,CUST035106,Damaged Product,112,5
TICK028694,CUST035952,Wrong Item,33,2
TICK028695,CUST001928,Late Delivery,20,5
TICK028696,CUST010111,Damaged Product,94,3
TICK028697,CUST002155,Wrong Item,111,1
TICK028698,CUST017237,Late Delivery,76,4
TICK028699,CUST023937,Damaged Product,114,2
TICK028700,CUST035737,Refund,8,1
TICK028701,CUST016321,Refund,66,2
TICK028702,CUST041625,Refund,118,1
TICK028703,CUST026751,Damaged Product,95,1
TICK028704,CUST004110,Late Delivery,64,5
TICK028705,CUST021199,Damaged Product,49,1
TICK028706,CUST045926,Payment Issue,10,5
TICK028707,CUST039591,Late Delivery,20,5
TICK028708,CUST032669,Payment Issue,23,3
TICK028709,CUST013001,Damaged Product,8,4
TICK028710,CUST025119,Payment Issue,11,1
TICK028711,CUST025731,Late Delivery,112,2
TICK028712,CUST019580,Wrong Item,25,3
TICK028713,CUST049219,Damaged Product,60,1
TICK028714,CUST007231,Payment Issue,41,1
TICK028715,CUST018316,Wrong Item,51,2
TICK028716,CUST006814,Damaged Product,55,2
TICK028717,CUST026239,Refund,40,4
TICK028718,CUST021023,Damaged Product,84,5
TICK028719,CUST041703,Payment Issue,113,4
TICK028720,CUST016962,Payment Issue,76,1
TICK028721,CUST045899,Late Delivery,90,4
TICK028722,CUST018511,Payment Issue,51,5
TICK028723,CUST041304,Refund,7,1
TICK028724,CUST025341,Payment Issue,36,1
TICK028725,CUST042094,Late Delivery,79,1
TICK028726,CUST038594,Wrong Item,38,4
TICK028727,CUST027382,Refund,45,5
TICK028728,CUST047786,Payment Issue,44,2
TICK028729,CUST026621,Payment Issue,29,5
TICK028730,CUST047331,Late Delivery,3,1
TICK028731,CUST015542,Refund,74,4
TICK028732,CUST042229,Late Delivery,107,2
TICK028733,CUST020661,Late Delivery,5,5
TICK028734,CUST019694,Late Delivery,56,3
TICK028735,CUST020643,Payment Issue,65,1
TICK028736,CUST041696,Wrong Item,24,3
TICK028737,CUST009516,Damaged Product,66,2
TICK028738,CUST021890,Payment Issue,2,5
TICK028739,CUST041420,Payment Issue,35,2
TICK028740,CUST045103,Damaged Product,115,4
TICK028741,CUST030495,Payment Issue,42,1
TICK028742,CUST004319,Wrong Item,56,3
TICK028743,CUST038974,Late Delivery,93,5
TICK028744,CUST019500,Damaged Product,17,1
TICK028745,CUST034038,Refund,79,1
TICK028746,CUST023593,Refund,40,3
TICK028747,CUST001388,Wrong Item,44,5
TICK028748,CUST042961,Late Delivery,43,4
TICK028749,CUST040475,Damaged Product,84,1
TICK028750,CUST012299,Payment Issue,119,3
TICK028751,CUST014565,Wrong Item,61,2
TICK028752,CUST036808,Damaged Product,56,1
TICK028753,CUST043916,Payment Issue,7,3
TICK028754,CUST047346,Late Delivery,81,2
TICK028755,CUST019255,Refund,73,1
TICK028756,CUST026148,Damaged Product,39,1
TICK028757,CUST038188,Damaged Product,69,1
TICK028758,CUST034592,Damaged Product,11,1
TICK028759,CUST044026,Payment Issue,55,4
TICK028760,CUST001927,Late Delivery,116,3
TICK028761,CUST005344,Late Delivery,76,5
TICK028762,CUST003646,Wrong Item,99,4
TICK028763,CUST006748,Payment Issue,114,4
TICK028764,CUST049017,Wrong Item,95,4
TICK028765,CUST012876,Late Delivery,71,3
TICK028766,CUST033297,Damaged Product,1,3
TICK028767,CUST013755,Late Delivery,42,3
TICK028768,CUST047668,Refund,29,4
TICK028769,CUST028858,Refund,53,3
TICK028770,CUST033158,Wrong Item,86,3
TICK028771,CUST024892,Wrong Item,32,5
TICK028772,CUST019760,Damaged Product,46,2
TICK028773,CUST013513,Refund,75,5
TICK028774,CUST033819,Wrong Item,31,2
TICK028775,CUST047581,Wrong Item,86,1
TICK028776,CUST015440,Damaged Product,97,5
TICK028777,CUST022415,Wrong Item,95,4
TICK028778,CUST022499,Damaged Product,38,3
TICK028779,CUST017283,Damaged Product,111,2
TICK028780,CUST021763,Damaged Product,78,1
TICK028781,CUST001634,Damaged Product,54,1
TICK028782,CUST029032,Wrong Item,48,5
TICK028783,CUST029926,Refund,47,5
TICK028784,CUST036656,Payment Issue,65,5
TICK028785,CUST018067,Refund,39,2
TICK028786,CUST016459,Damaged Product,81,1
TICK028787,CUST042194,Damaged Product,74,5
TICK028788,CUST031675,Refund,39,4
TICK028789,CUST016573,Damaged Product,45,1
TICK028790,CUST007671,Refund,47,2
TICK028791,CUST019949,Payment Issue,117,3
TICK028792,CUST047570,Payment Issue,113,5
TICK028793,CUST044413,Damaged Product,9,2
TICK028794,CUST026411,Payment Issue,35,5
TICK028795,CUST001518,Wrong Item,28,4
TICK028796,CUST029125,Damaged Product,83,1
TICK028797,CUST036691,Wrong Item,1,1
TICK028798,CUST024923,Wrong Item,42,5
TICK028799,CUST046301,Refund,95,2
TICK028800,CUST016651,Refund,35,3
TICK028801,CUST033137,Payment Issue,93,5
TICK028802,CUST027935,Payment Issue,92,5
TICK028803,CUST029204,Refund,84,2
TICK028804,CUST023317,Refund,25,2
TICK028805,CUST009298,Wrong Item,54,2
TICK028806,CUST011936,Refund,13,5
TICK028807,CUST029061,Wrong Item,72,2
TICK028808,CUST018251,Refund,58,2
TICK028809,CUST006443,Damaged Product,90,1
TICK028810,CUST048230,Damaged Product,58,2
TICK028811,CUST044733,Damaged Product,28,2
TICK028812,CUST036747,Late Delivery,15,3
TICK028813,CUST027067,Payment Issue,111,4
TICK028814,CUST019226,Late Delivery,81,3
TICK028815,CUST024876,Refund,18,1
TICK028816,CUST019198,Late Delivery,13,2
TICK028817,CUST039452,Late Delivery,67,1
TICK028818,CUST047860,Damaged Product,46,4
TICK028819,CUST017300,Wrong Item,10,2
TICK028820,CUST035078,Refund,100,2
TICK028821,CUST007093,Damaged Product,78,3
TICK028822,CUST014604,Refund,112,1
TICK028823,CUST000212,Payment Issue,55,3
TICK028824,CUST027039,Damaged Product,85,3
TICK028825,CUST012927,Damaged Product,44,4
TICK028826,CUST019482,Late Delivery,77,2
TICK028827,CUST000298,Late Delivery,72,5
TICK028828,CUST022804,Late Delivery,12,1
TICK028829,CUST018753,Refund,48,5
TICK028830,CUST009487,Late Delivery,20,2
TICK028831,CUST017756,Wrong Item,45,1
TICK028832,CUST000449,Damaged Product,84,4
TICK028833,CUST038409,Refund,117,1
TICK028834,CUST031599,Refund,32,4
TICK028835,CUST048481,Late Delivery,89,1
TICK028836,CUST022908,Refund,44,4
TICK028837,CUST012790,Wrong Item,33,2
TICK028838,CUST026472,Payment Issue,78,2
TICK028839,CUST001398,Refund,99,4
TICK028840,CUST010311,Late Delivery,77,2
TICK028841,CUST035647,Late Delivery,24,3
TICK028842,CUST031802,Late Delivery,84,1
TICK028843,CUST006077,Wrong Item,58,2
TICK028844,CUST041686,Refund,51,2
TICK028845,CUST043485,Damaged Product,10,3
TICK028846,CUST034567,Payment Issue,79,5
TICK028847,CUST005694,Wrong Item,18,3
TICK028848,CUST041579,Refund,57,1
TICK028849,CUST039961,Refund,37,4
TICK028850,CUST011696,Late Delivery,15,4
TICK028851,CUST025985,Refund,119,4
TICK028852,CUST007023,Payment Issue,54,5
TICK028853,CUST031697,Late Delivery,86,1
TICK028854,CUST021389,Late Delivery,40,1
TICK028855,CUST025560,Late Delivery,46,3
TICK028856,CUST045418,Refund,107,4
TICK028857,CUST045041,Wrong Item,92,2
TICK028858,CUST044643,Payment Issue,101,4
TICK028859,CUST045530,Refund,101,2
TICK028860,CUST005412,Wrong Item,78,2
TICK028861,CUST003180,Damaged Product,95,4
TICK028862,CUST025458,Payment Issue,113,4
TICK028863,CUST005063,Refund,49,3
TICK028864,CUST013618,Late Delivery,98,1
TICK028865,CUST036002,Refund,62,5
TICK028866,CUST026477,Payment Issue,119,5
TICK028867,CUST015459,Refund,16,4
TICK028868,CUST028777,Late Delivery,42,3
TICK028869,CUST022639,Late Delivery,4,1
TICK028870,CUST034783,Damaged Product,50,3
TICK028871,CUST013431,Refund,87,3
TICK028872,CUST013497,Refund,81,3
TICK028873,CUST031908,Damaged Product,32,5
TICK028874,CUST042755,Damaged Product,107,3
TICK028875,CUST038403,Damaged Product,22,1
TICK028876,CUST032073,Damaged Product,33,1
TICK028877,CUST036504,Refund,81,3
TICK028878,CUST001295,Damaged Product,60,5
TICK028879,CUST001447,Late Delivery,99,3
TICK028880,CUST036380,Wrong Item,46,3
TICK028881,CUST025257,Payment Issue,82,4
TICK028882,CUST010781,Refund,32,3
TICK028883,CUST036525,Refund,98,4
TICK028884,CUST036536,Late Delivery,6,3
TICK028885,CUST048152,Payment Issue,7,2
TICK028886,CUST039105,Late Delivery,70,5
TICK028887,CUST034900,Damaged Product,13,2
TICK028888,CUST020881,Damaged Product,84,2
TICK028889,CUST031057,Late Delivery,44,3
TICK028890,CUST016544,Payment Issue,30,3
TICK028891,CUST014465,Refund,115,2
TICK028892,CUST013777,Refund,64,4
TICK028893,CUST039726,Refund,68,5
TICK028894,CUST016579,Refund,81,5
TICK028895,CUST012211,Payment Issue,79,3
TICK028896,CUST004783,Damaged Product,115,1
TICK028897,CUST031552,Damaged Product,23,5
TICK028898,CUST000786,Late Delivery,53,2
TICK028899,CUST041566,Damaged Product,109,2
TICK028900,CUST049375,Wrong Item,84,3
TICK028901,CUST011231,Refund,34,3
TICK028902,CUST018434,Refund,21,5
TICK028903,CUST018228,Refund,99,2
TICK028904,CUST024197,Payment Issue,88,2
TICK028905,CUST039598,Wrong Item,116,2
TICK028906,CUST031500,Payment Issue,92,3
TICK028907,CUST017590,Late Delivery,71,4
TICK028908,CUST022777,Wrong Item,114,4
TICK028909,CUST009278,Payment Issue,68,4
TICK028910,CUST006987,Damaged Product,67,5
TICK028911,CUST045134,Damaged Product,56,2
TICK028912,CUST045346,Late Delivery,118,1
TICK028913,CUST047427,Late Delivery,88,1
TICK028914,CUST012861,Wrong Item,79,3
TICK028915,CUST041958,Late Delivery,64,2
TICK028916,CUST034114,Refund,92,4
TICK028917,CUST043367,Damaged Product,49,5
TICK028918,CUST001482,Damaged Product,24,5
TICK028919,CUST016549,Damaged Product,4,3
TICK028920,CUST000445,Damaged Product,32,3
TICK028921,CUST014149,Late Delivery,53,4
TICK028922,CUST003393,Wrong Item,43,2
TICK028923,CUST007654,Payment Issue,110,2
TICK028924,CUST029654,Late Delivery,104,2
TICK028925,CUST021719,Payment Issue,104,2
TICK028926,CUST027815,Damaged Product,16,5
TICK028927,CUST013271,Late Delivery,46,5
TICK028928,CUST038929,Refund,15,2
TICK028929,CUST015446,Late Delivery,39,3
TICK028930,CUST048911,Late Delivery,114,4
TICK028931,CUST003752,Refund,108,5
TICK028932,CUST042721,Wrong Item,41,4
TICK028933,CUST026332,Damaged Product,19,2
TICK028934,CUST036728,Refund,101,1
TICK028935,CUST005028,Refund,118,2
TICK028936,CUST042707,Damaged Product,23,4
TICK028937,CUST003319,Damaged Product,96,3
TICK028938,CUST024238,Late Delivery,19,2
TICK028939,CUST003095,Damaged Product,99,2
TICK028940,CUST017389,Refund,105,3
TICK028941,CUST009775,Wrong Item,83,4
TICK028942,CUST008979,Damaged Product,71,1
TICK028943,CUST006658,Wrong Item,50,1
TICK028944,CUST028064,Wrong Item,31,4
TICK028945,CUST038079,Damaged Product,13,3
TICK028946,CUST018218,Payment Issue,13,3
TICK028947,CUST011638,Payment Issue,50,2
TICK028948,CUST045932,Refund,4,3
TICK028949,CUST019836,Wrong Item,35,1
TICK028950,CUST045122,Damaged Product,83,5
TICK028951,CUST006952,Late Delivery,14,1
TICK028952,CUST012869,Late Delivery,44,2
TICK028953,CUST036705,Payment Issue,103,4
TICK028954,CUST034414,Payment Issue,20,3
TICK028955,CUST017915,Payment Issue,36,1
TICK028956,CUST032365,Damaged Product,42,5
TICK028957,CUST003020,Damaged Product,35,3
TICK028958,CUST049205,Refund,55,1
TICK028959,CUST003249,Damaged Product,97,3
TICK028960,CUST033485,Damaged Product,2,5
TICK028961,CUST049529,Payment Issue,22,4
TICK028962,CUST034111,Damaged Product,6,1
TICK028963,CUST037269,Refund,30,5
TICK028964,CUST033809,Refund,105,5
TICK028965,CUST041980,Wrong Item,29,4
TICK028966,CUST040261,Wrong Item,108,4
TICK028967,CUST040070,Wrong Item,44,3
TICK028968,CUST036205,Late Delivery,24,1
TICK028969,CUST019739,Damaged Product,2,5
TICK028970,CUST036711,Damaged Product,1,3
TICK028971,CUST033015,Damaged Product,84,1
TICK028972,CUST029639,Refund,106,5
TICK028973,CUST039335,Refund,65,4
TICK028974,CUST009621,Payment Issue,77,3
TICK028975,CUST031904,Late Delivery,87,4
TICK028976,CUST041064,Damaged Product,77,3
TICK028977,CUST012285,Damaged Product,103,5
TICK028978,CUST006325,Wrong Item,20,3
TICK028979,CUST003842,Wrong Item,28,3
TICK028980,CUST013400,Refund,76,3
TICK028981,CUST025986,Payment Issue,21,2
TICK028982,CUST008019,Refund,9,1
TICK028983,CUST001375,Wrong Item,96,5
TICK028984,CUST006905,Wrong Item,37,2
TICK028985,CUST030645,Payment Issue,67,3
TICK028986,CUST039188,Wrong Item,50,5
TICK028987,CUST043976,Payment Issue,75,4
TICK028988,CUST030240,Wrong Item,95,5
TICK028989,CUST041187,Payment Issue,115,1
TICK028990,CUST044323,Late Delivery,53,2
TICK028991,CUST020276,Refund,103,4
TICK028992,CUST041197,Payment Issue,102,3
TICK028993,CUST037783,Refund,100,3
TICK028994,CUST004734,Wrong Item,112,5
TICK028995,CUST037272,Refund,51,2
TICK028996,CUST035632,Refund,77,1
TICK028997,CUST014022,Damaged Product,70,1
TICK028998,CUST000235,Payment Issue,88,5
TICK028999,CUST038250,Refund,29,3
TICK029000,CUST024721,Damaged Product,70,1
TICK029001,CUST005908,Damaged Product,62,1
TICK029002,CUST029797,Refund,109,4
TICK029003,CUST032023,Late Delivery,4,3
TICK029004,CUST033668,Damaged Product,98,4
TICK029005,CUST031977,Refund,23,3
TICK029006,CUST023913,Payment Issue,97,1
TICK029007,CUST045101,Refund,64,2
TICK029008,CUST031482,Wrong Item,81,2
